"province_name","city_name","district_name","jt_province_name","jt_city_name","jt_city_code","jt_district_name","jt_area_code","wc_state_code"
"ACEH","KAB. ACEH BARAT","JOHAN PAHLAWAN","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","JOHAN PAHLAWAN","MEH001","AC"
"ACEH","KAB. ACEH BARAT","KAWAY XVI","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","KAWAY XVI","MEH004","AC"
"ACEH","KAB. ACEH BARAT","SUNGAI MAS","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","SUNGAI MAS","MEH009","AC"
"ACEH","KAB. ACEH BARAT","WOYLA","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","WOYLA","MEH010","AC"
"ACEH","KAB. ACEH BARAT","SAMATIGA","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","SAMATIGA","MEH008","AC"
"ACEH","KAB. ACEH BARAT","BUBON","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","BUBON","MEH003","AC"
"ACEH","KAB. ACEH BARAT","ARONGAN LAMBALEK","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","ARONGAN LAMBALEK","MEH002","AC"
"ACEH","KAB. ACEH BARAT","PANTE CEUREUMEN","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","PANTAI CEUREMEN","MEH006","AC"
"ACEH","KAB. ACEH BARAT","MEUREUBO","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","MEUREUBO","MEH005","AC"
"ACEH","KAB. ACEH BARAT","WOYLA BARAT","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","WOYLA BARAT","MEH011","AC"
"ACEH","KAB. ACEH BARAT","WOYLA TIMUR","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","WOYLA TIMUR","MEH012","AC"
"ACEH","KAB. ACEH BARAT","PANTON REU","NANGGROE ACEH DARUSSALAM","MEULABOH","MEH","PANTON REU","MEH007","AC"
"ACEH","KAB. ACEH BARAT DAYA","BLANG PIDIE","NANGGROE ACEH DARUSSALAM","ACEH BARAT DAYA","BLP","BLANG PIDIE","BLP002","AC"
"ACEH","KAB. ACEH BARAT DAYA","TANGAN-TANGAN","NANGGROE ACEH DARUSSALAM","ACEH BARAT DAYA","BLP","TANGAN-TANGAN","BLP009","AC"
"ACEH","KAB. ACEH BARAT DAYA","MANGGENG","NANGGROE ACEH DARUSSALAM","ACEH BARAT DAYA","BLP","MANGGENG","BLP006","AC"
"ACEH","KAB. ACEH BARAT DAYA","SUSOH","NANGGROE ACEH DARUSSALAM","ACEH BARAT DAYA","BLP","SUSOH","BLP008","AC"
"ACEH","KAB. ACEH BARAT DAYA","KUALA BATEE","NANGGROE ACEH DARUSSALAM","ACEH BARAT DAYA","BLP","KUALA BATEE","BLP004","AC"
"ACEH","KAB. ACEH BARAT DAYA","BABAH ROT","NANGGROE ACEH DARUSSALAM","ACEH BARAT DAYA","BLP","BABAH ROT","BLP001","AC"
"ACEH","KAB. ACEH BARAT DAYA","SETIA","NANGGROE ACEH DARUSSALAM","ACEH BARAT DAYA","BLP","SETIA","BLP007","AC"
"ACEH","KAB. ACEH BARAT DAYA","JEUMPA","NANGGROE ACEH DARUSSALAM","ACEH BARAT DAYA","BLP","JEUMPA-BLP","BLP003","AC"
"ACEH","KAB. ACEH BARAT DAYA","LEMBAH SABIL","NANGGROE ACEH DARUSSALAM","ACEH BARAT DAYA","BLP","LEMBAH SABIL","BLP005","AC"
"ACEH","KAB. ACEH BESAR","LHOONG","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","LHOONG","JTO002","AC"
"ACEH","KAB. ACEH BESAR","LHOKNGA","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","LHO NGA","JTO003","AC"
"ACEH","KAB. ACEH BESAR","INDRAPURI","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","INDRAPURI","JTO005","AC"
"ACEH","KAB. ACEH BESAR","SEULIMEUM","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","SEULIMUM","JTO007","AC"
"ACEH","KAB. ACEH BESAR","MONTASIK","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","MONTASIK","JTO009","AC"
"ACEH","KAB. ACEH BESAR","SUKAMAKMUR","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","SUKA MAKMUR","JTO012","AC"
"ACEH","KAB. ACEH BESAR","DARUL IMARAH","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","DARUL IMARAH","JTO015","AC"
"ACEH","KAB. ACEH BESAR","PEUKAN BADA","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","PEUKAN BADA","JTO017","AC"
"ACEH","KAB. ACEH BESAR","MESJID RAYA","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","MESJID RAYA","JTO008","AC"
"ACEH","KAB. ACEH BESAR","INGIN JAYA","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","INGIN JAYA","JTO010","AC"
"ACEH","KAB. ACEH BESAR","KUTA BARO","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","KUTA BARO","JTO021","AC"
"ACEH","KAB. ACEH BESAR","DARUSSALAM","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","DARUSSALAM","JTO019","AC"
"ACEH","KAB. ACEH BESAR","PULO ACEH","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","PULO ACEH","JTO018","AC"
"ACEH","KAB. ACEH BESAR","LEMBAH SEULAWAH","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","LEMBAH SEULAWAH","JTO023","AC"
"ACEH","KAB. ACEH BESAR","KOTA JANTHO","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","JANTHO","JTO001","AC"
"ACEH","KAB. ACEH BESAR","KOTA COT GLIE","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","KUTA COT GLIE","JTO006","AC"
"ACEH","KAB. ACEH BESAR","KUTA MALAKA","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","KUTA MALAKA","JTO013","AC"
"ACEH","KAB. ACEH BESAR","SIMPANG TIGA","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","SIMPANG TIGA-JTO","JTO014","AC"
"ACEH","KAB. ACEH BESAR","DARUL KAMAL","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","DARUL KAMAL","JTO016","AC"
"ACEH","KAB. ACEH BESAR","BAITUSSALAM","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","BAITUSSALAM","JTO020","AC"
"ACEH","KAB. ACEH BESAR","KRUENG BARONA JAYA","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","KRUENG BARONA JAYA","JTO011","AC"
"ACEH","KAB. ACEH BESAR","LEUPUNG","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","LEUPUNG","JTO004","AC"
"ACEH","KAB. ACEH BESAR","BLANG BINTANG","NANGGROE ACEH DARUSSALAM","JANTHO","JTO","BLANG BINTANG","JTO022","AC"
"ACEH","KAB. ACEH JAYA","TEUNOM","NANGGROE ACEH DARUSSALAM","CALANG","CLG","TEUNOM","CLG006","AC"
"ACEH","KAB. ACEH JAYA","KRUENG SABEE","NANGGROE ACEH DARUSSALAM","CALANG","CLG","KRUENG SABEE","CLG003","AC"
"ACEH","KAB. ACEH JAYA","SETIA BHAKTI","NANGGROE ACEH DARUSSALAM","CALANG","CLG","SETIA BAKTI","CLG005","AC"
"ACEH","KAB. ACEH JAYA","SAMPOINIET","NANGGROE ACEH DARUSSALAM","CALANG","CLG","SAMPOINIET","CLG004","AC"
"ACEH","KAB. ACEH JAYA","JAYA","NANGGROE ACEH DARUSSALAM","CALANG","CLG","JAYA","CLG001","AC"
"ACEH","KAB. ACEH JAYA","PANGA","NANGGROE ACEH DARUSSALAM","CALANG","CLG","KEUDE PANGA","CLG002","AC"
"ACEH","KAB. ACEH JAYA","INDRA JAYA","NANGGROE ACEH DARUSSALAM","CALANG","CLG","INDRA JAYA","CLG008","AC"
"ACEH","KAB. ACEH JAYA","DARUL HIKMAH","NANGGROE ACEH DARUSSALAM","CALANG","CLG","DARUL HIKMAH","CLG007","AC"
"ACEH","KAB. ACEH JAYA","PASIE RAYA","NANGGROE ACEH DARUSSALAM","CALANG","CLG","PASIE RAYA","CLG009","AC"
"ACEH","KAB. ACEH SELATAN","BAKONGAN","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","BAKONGAN","TPK001","AC"
"ACEH","KAB. ACEH SELATAN","KLUET UTARA","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","KLUET UTARA","TPK006","AC"
"ACEH","KAB. ACEH SELATAN","KLUET SELATAN","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","KLUET SELATAN","TPK003","AC"
"ACEH","KAB. ACEH SELATAN","LABUHAN HAJI","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","LABUHAN HAJI-TPK","TPK007","AC"
"ACEH","KAB. ACEH SELATAN","MEUKEK","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","MEUKEK","TPK010","AC"
"ACEH","KAB. ACEH SELATAN","SAMADUA","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","SAMA DUA","TPK012","AC"
"ACEH","KAB. ACEH SELATAN","SAWANG","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","SAWANG-TPK","TPK013","AC"
"ACEH","KAB. ACEH SELATAN","TAPAKTUAN","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","TAPAK TUAN","TPK014","AC"
"ACEH","KAB. ACEH SELATAN","TRUMON","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","TRUMON","TPK015","AC"
"ACEH","KAB. ACEH SELATAN","PASI RAJA","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","PASIE RAJA","TPK011","AC"
"ACEH","KAB. ACEH SELATAN","LABUHAN HAJI TIMUR","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","LABUHAN HAJI TIMUR","TPK009","AC"
"ACEH","KAB. ACEH SELATAN","LABUHAN HAJI BARAT","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","LABUHAN HAJI BARAT","TPK008","AC"
"ACEH","KAB. ACEH SELATAN","KLUET TENGAH","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","KLUET TENGAH","TPK004","AC"
"ACEH","KAB. ACEH SELATAN","KLUET TIMUR","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","KLUET TIMUR","TPK005","AC"
"ACEH","KAB. ACEH SELATAN","BAKONGAN TIMUR","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","BAKONGAN TIMUR","TPK002","AC"
"ACEH","KAB. ACEH SELATAN","TRUMON TIMUR","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","TRUMON TIMUR","TPK016","AC"
"ACEH","KAB. ACEH SELATAN","KOTA BAHAGIA","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","KOTA BAHAGIA","TPK017","AC"
"ACEH","KAB. ACEH SELATAN","TRUMON TENGAH","NANGGROE ACEH DARUSSALAM","ACEH SELATAN","TPK","TRUMON TENGAH","TPK018","AC"
"ACEH","KAB. ACEH SINGKIL","PULAU BANYAK","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","PULAU BANYAK","SNK005","AC"
"ACEH","KAB. ACEH SINGKIL","SIMPANG KANAN","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","SIMPANG KANAN-SNK","SNK006","AC"
"ACEH","KAB. ACEH SINGKIL","SINGKIL","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","SINGKIL-SNK","SNK007","AC"
"ACEH","KAB. ACEH SINGKIL","GUNUNG MERIAH","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","GUNUNG MERIAH-SNK","SNK002","AC"
"ACEH","KAB. ACEH SINGKIL","KOTA BAHARU","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","KOTA BAHARU","SNK003","AC"
"ACEH","KAB. ACEH SINGKIL","SINGKIL UTARA","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","SINGKIL UTARA","SNK008","AC"
"ACEH","KAB. ACEH SINGKIL","DANAU PARIS","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","DANAU PARIS","SNK001","AC"
"ACEH","KAB. ACEH SINGKIL","SURO MAKMUR","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","SURO MAKMUR","SNK010","AC"
"ACEH","KAB. ACEH SINGKIL","SINGKOHOR","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","SINGKOHOR","SNK009","AC"
"ACEH","KAB. ACEH SINGKIL","KUALA BARU","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","KUALA BARU","SNK004","AC"
"ACEH","KAB. ACEH SINGKIL","PULAU BANYAK BARAT","NANGGROE ACEH DARUSSALAM","SINGKIL","SNK","PULAU BANYAK BARAT","SNK011","AC"
"ACEH","KAB. ACEH TAMIANG","MANYAK PAYED","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","MANYAK PAYED","KSP008","AC"
"ACEH","KAB. ACEH TAMIANG","BENDAHARA","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","BENDAHARA","KSP009","AC"
"ACEH","KAB. ACEH TAMIANG","KARANG BARU","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","KARANG BARU","KSP002","AC"
"ACEH","KAB. ACEH TAMIANG","SERUWAY","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","SERUWAY","KSP011","AC"
"ACEH","KAB. ACEH TAMIANG","KOTA KUALASINPANG","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","KUALA SIMPANG","KSP001","AC"
"ACEH","KAB. ACEH TAMIANG","KEJURUAN MUDA","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","KEJURUAN MUDA","KSP004","AC"
"ACEH","KAB. ACEH TAMIANG","TAMIANG HULU","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","TAMIANG HULU","KSP007","AC"
"ACEH","KAB. ACEH TAMIANG","RANTAU","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","RANTAU","KSP012","AC"
"ACEH","KAB. ACEH TAMIANG","BANDA MULIA","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","BANDA MULIA","KSP010","AC"
"ACEH","KAB. ACEH TAMIANG","BANDAR PUSAKA","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","BANDAR PUSAKA","KSP006","AC"
"ACEH","KAB. ACEH TAMIANG","TENGGULUN","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","TENGGULUM","KSP005","AC"
"ACEH","KAB. ACEH TAMIANG","SEKERAK","NANGGROE ACEH DARUSSALAM","KUALA SIMPANG","KSP","SEKERAK","KSP003","AC"
"ACEH","KAB. ACEH TENGAH","LINGE","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","LINGE","TKO010","AC"
"ACEH","KAB. ACEH TENGAH","SILIH NARA","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","SILIH NARA","TKO008","AC"
"ACEH","KAB. ACEH TENGAH","BEBESEN","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","BEBESEN","TKO003","AC"
"ACEH","KAB. ACEH TENGAH","PEGASING","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","PEGASING","TKO004","AC"
"ACEH","KAB. ACEH TENGAH","BINTANG","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","BINTANG","TKO014","AC"
"ACEH","KAB. ACEH TENGAH","KETOL","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","KETOL","TKO009","AC"
"ACEH","KAB. ACEH TENGAH","KEBAYAKAN","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","KEBAYAKAN","TKO002","AC"
"ACEH","KAB. ACEH TENGAH","KUTE PANANG","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","KUTE PANANG","TKO013","AC"
"ACEH","KAB. ACEH TENGAH","CELALA","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","CELALA","TKO006","AC"
"ACEH","KAB. ACEH TENGAH","LAUT TAWAR","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","LAUT TAWAR","TKO001","AC"
"ACEH","KAB. ACEH TENGAH","ATU LINTANG","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","ATU LINTANG","TKO011","AC"
"ACEH","KAB. ACEH TENGAH","JAGONG JEGET","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","JAGONG JEGET","TKO012","AC"
"ACEH","KAB. ACEH TENGAH","BIES","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","BIES","TKO005","AC"
"ACEH","KAB. ACEH TENGAH","RUSIP ANTARA","NANGGROE ACEH DARUSSALAM","TAKENGON","TKO","RUSIP ANTARA","TKO007","AC"
"ACEH","KAB. ACEH TENGGARA","LAWE ALAS","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","LAWE ALAS","KCA010","AC"
"ACEH","KAB. ACEH TENGGARA","LAWE SIGALA-GALA","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","LAWE SIGALA-GALA","KCA012","AC"
"ACEH","KAB. ACEH TENGGARA","BAMBEL","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","BAMBEL","KCA005","AC"
"ACEH","KAB. ACEH TENGGARA","BABUSSALAM","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","BABUSSALAM","KCA003","AC"
"ACEH","KAB. ACEH TENGGARA","BADAR","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","BADAR","KCA004","AC"
"ACEH","KAB. ACEH TENGGARA","BABUL MAKMUR","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","BABUL MAKMUR","KCA001","AC"
"ACEH","KAB. ACEH TENGGARA","DARUL HASANAH","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","DARUL HASANAH","KCA007","AC"
"ACEH","KAB. ACEH TENGGARA","LAWE BULAN","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","LAWE BULAN","KCA011","AC"
"ACEH","KAB. ACEH TENGGARA","BUKIT TUSAM","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","BUKIT TUSAM","KCA006","AC"
"ACEH","KAB. ACEH TENGGARA","SEMADAM","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","SEMADAM","KCA015","AC"
"ACEH","KAB. ACEH TENGGARA","BABUL RAHMAH","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","BABUL RAHMAH","KCA002","AC"
"ACEH","KAB. ACEH TENGGARA","KETAMBE","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","KETAMBE","KCA009","AC"
"ACEH","KAB. ACEH TENGGARA","DELENG POKHKISEN","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","DELENG POKHISEN","KCA008","AC"
"ACEH","KAB. ACEH TENGGARA","LAWE SUMUR","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","LAWE SUMUR","KCA013","AC"
"ACEH","KAB. ACEH TENGGARA","TANOH ALAS","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","TANAH ALAS","KCA016","AC"
"ACEH","KAB. ACEH TENGGARA","LEUSER","NANGGROE ACEH DARUSSALAM","KUTACANE","KCA","LEUSER","KCA014","AC"
"ACEH","KAB. ACEH TIMUR","DARUL AMAN","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","DARUL AMAN","IDR012","AC"
"ACEH","KAB. ACEH TIMUR","JULOK","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","JULOK","IDR016","AC"
"ACEH","KAB. ACEH TIMUR","IDI RAYEUK","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","IDI RAYEUK","IDR001","AC"
"ACEH","KAB. ACEH TIMUR","BIREM BAYEUN","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","BIREM BAYEUN","IDR008","AC"
"ACEH","KAB. ACEH TIMUR","SERBAJADI","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","SERBA JADI-IDR","IDR024","AC"
"ACEH","KAB. ACEH TIMUR","NURUSSALAM","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","NURUSSALAM","IDR014","AC"
"ACEH","KAB. ACEH TIMUR","PEUREULAK","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","PEUREULAK","IDR004","AC"
"ACEH","KAB. ACEH TIMUR","RANTAU SELAMAT","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","RANTAU SELAMAT","IDR007","AC"
"ACEH","KAB. ACEH TIMUR","SIMPANG ULIM","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","SIMPANG ULIM","IDR020","AC"
"ACEH","KAB. ACEH TIMUR","RANTAU PEUREULAK","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","RANTO PEUREULAK","IDR009","AC"
"ACEH","KAB. ACEH TIMUR","PANTE BIDARI","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","PANTE BIDARI","IDR022","AC"
"ACEH","KAB. ACEH TIMUR","MADAT","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","MADAT","IDR017","AC"
"ACEH","KAB. ACEH TIMUR","INDRA MAKMU","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","INDRA MAKMUR","IDR015","AC"
"ACEH","KAB. ACEH TIMUR","IDI TUNONG","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","IDI TUNONG","IDR003","AC"
"ACEH","KAB. ACEH TIMUR","BANDA ALAM","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","BANDA ALAM","IDR018","AC"
"ACEH","KAB. ACEH TIMUR","PEUDAWA","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","PEIDAWA","IDR011","AC"
"ACEH","KAB. ACEH TIMUR","PEUREULAK TIMUR","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","PEUREULAK TIMUR","IDR006","AC"
"ACEH","KAB. ACEH TIMUR","PEUREULAK BARAT","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","PEUREULAK BARAT","IDR005","AC"
"ACEH","KAB. ACEH TIMUR","SUNGAI RAYA","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","SUNGAI RAYA-IDR","IDR021","AC"
"ACEH","KAB. ACEH TIMUR","SIMPANG JERNIH","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","SIMPANG JERNIH","IDR019","AC"
"ACEH","KAB. ACEH TIMUR","DARUL IHSAN","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","DARUL IHSAN","IDR013","AC"
"ACEH","KAB. ACEH TIMUR","DARUL FALAH","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","DARUL FALAH","IDR010","AC"
"ACEH","KAB. ACEH TIMUR","IDI TIMUR","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","IDI TIMUR","IDR002","AC"
"ACEH","KAB. ACEH TIMUR","PEUNARON","NANGGROE ACEH DARUSSALAM","IDI RAYEUK","IDR","PEUNARON","IDR023","AC"
"ACEH","KAB. ACEH UTARA","BAKTIYA","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","BAKTIYA","LSN007","AC"
"ACEH","KAB. ACEH UTARA","DEWANTARA","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","DEWANTARA","LSN002","AC"
"ACEH","KAB. ACEH UTARA","KUTA MAKMUR","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","KUTA MAKMUR","LSN012","AC"
"ACEH","KAB. ACEH UTARA","LHOKSUKON","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","LHOKSUKON","LSN001","AC"
"ACEH","KAB. ACEH UTARA","MATANGKULI","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","MATANGKULI","LSN015","AC"
"ACEH","KAB. ACEH UTARA","MUARA BATU","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","MUARA BATU","LSN003","AC"
"ACEH","KAB. ACEH UTARA","MEURAH MULIA","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","MEURAH MULIA","LSN016","AC"
"ACEH","KAB. ACEH UTARA","SAMUDERA","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","SAMUDERA","LSN004","AC"
"ACEH","KAB. ACEH UTARA","SEUNUDDON","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","SEUNUDDON","LSN023","AC"
"ACEH","KAB. ACEH UTARA","SYAMTALIRA ARON","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","SYAMTALIRA ARON","LSN025","AC"
"ACEH","KAB. ACEH UTARA","SYAMTALIRA BAYU","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","SYAMTALIRA BAYU","LSN006","AC"
"ACEH","KAB. ACEH UTARA","TANAH LUAS","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","TANAH LUAS","LSN026","AC"
"ACEH","KAB. ACEH UTARA","TANAH PASIR","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","TANAH PASIR","LSN027","AC"
"ACEH","KAB. ACEH UTARA","T. JAMBO AYE","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","TANAH JAMBO AYE","LSN005","AC"
"ACEH","KAB. ACEH UTARA","SAWANG","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","SAWANG-LSN","LSN022","AC"
"ACEH","KAB. ACEH UTARA","NISAM","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","NISAM","LSN018","AC"
"ACEH","KAB. ACEH UTARA","COT GIREK","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","COT GIREK","LSN010","AC"
"ACEH","KAB. ACEH UTARA","LANGKAHAN","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","LANGKAHAN","LSN013","AC"
"ACEH","KAB. ACEH UTARA","BAKTIYA BARAT","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","BAKTIYA BARAT","LSN008","AC"
"ACEH","KAB. ACEH UTARA","PAYA BAKONG","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","PAYA BAKONG","LSN020","AC"
"ACEH","KAB. ACEH UTARA","NIBONG","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","NIBONG","LSN017","AC"
"ACEH","KAB. ACEH UTARA","SIMPANG KRAMAT","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","SIMPANG KRAMAT","LSN024","AC"
"ACEH","KAB. ACEH UTARA","LAPANG","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","LAPANG","LSN014","AC"
"ACEH","KAB. ACEH UTARA","PIRAK TIMUR","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","PIRAK TIMUR","LSN021","AC"
"ACEH","KAB. ACEH UTARA","GEUREDONG PASE","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","GEUREDONG PASE","LSN011","AC"
"ACEH","KAB. ACEH UTARA","BANDA BARO","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","BANDA BARU","LSN009","AC"
"ACEH","KAB. ACEH UTARA","NISAM ANTARA","NANGGROE ACEH DARUSSALAM","LHOKSUKON","LSN","NISAM ANTARA","LSN019","AC"
"ACEH","KAB. BENER MERIAH","PINTU RIME GAYO","NANGGROE ACEH DARUSSALAM","SIMPANG TIGA REDELONG","STR","PINTU RIME GAYO","STR001","AC"
